"SC","名称","決算期","決算発表日（本決算）","売上高（百万円）","営業利益（百万円）","経常利益（百万円）","当期利益（百万円）","総資産（百万円）","自己資本（百万円）","資本金（百万円）","有利子負債（百万円）","自己資本比率","ROE","ROA","発行済株式数"
"1904","大成温調","202203","20220512","49153","1255","1700","974","40228","24685","5195","-","61.4","4","2.43","6882487"
"1905","テノックス","202203","20220513","14817","466","516","357","17681","11920","1710","28","67.4","3.01","1.99","7347680"
"1909","日本ドライケミカル","202203","20220512","44793","2827","2777","1890","41451","16824","700","7386","40.6","11.46","4.64","7181812"
"1911","住友林業","202212","20230214","1669707","158253","194994","108672","1537598","627510","50074","333940","40.8","19.35","7.62","201218236"
"1914","日本基礎技術","202203","20220513","22111","751","963","498","30091","21109","5907","2500","70.2","2.28","1.63","29346400"
"1921","巴コーポレーション","202203","20220513","25301","3497","3931","2756","51635","37659","3000","1867","72.9","7.57","5.37","40763046"
"1925","大和ハウス工業","202203","20220513","4439536","383256","376246","225272","5521662","2020158","161699","1422506","36.6","11.69","4.26","666290951"
"1926","ライト工業","202203","20220512","109504","13236","13976","8930","115885","80740","6119","870","69.7","11.41","7.82","53948450"
"1928","積水ハウス","202301","20230309","2928835","261489","257272","184520","3007537","1632831","202591","584539","54.3","11.88","6.35","684683466"
"1929","日特建設","202203","20220509","66076","4523","4626","3329","51712","30422","6052","-","58.8","11.28","6.42","41708367"
"1930","北陸電気工事","202203","20220427","45928","3157","3327","2246","55465","39861","3328","-","71.9","5.74","4.11","29963991"
"1934","ユアテック","202203","20220427","225317","9492","10040","6700","216016","129497","7803","11062","59.9","5.29","3.22","72224462"
"1938","日本リーテック","202203","20220512","53231","3068","3304","2403","79857","55504","1430","-","69.5","4.36","2.99","25617717"
"1939","四電工","202203","20220427","92648","5415","6145","3779","96517","54122","3451","13014","56.1","7.15","3.87","16255470"
"1941","中電工","202203","20220428","190690","9762","11959","6682","279725","213121","3481","133","76.2","3.12","2.4","58138117"
"1942","関電工","202203","20220428","495567","30643","31754","20315","470967","283976","10264","13399","60.3","7.33","4.38","205288338"
"1944","きんでん","202203","20220428","566794","37087","39977","26366","700259","510979","26411","16040","73","5.26","3.81","205141080"
"1945","東京エネシス","202203","20220427","72578","3158","3257","1226","102982","64630","2881","8649","62.8","1.89","1.27","37261752"
"1946","トーエネック","202203","20220428","219617","14072","13394","8283","301599","126570","7680","36045","42","6.73","2.72","19329990"
"1948","弘電社","202203","20220510","29159","417","535","310","28460","18459","1520","560","64.9","1.67","1.07","1794000"
"1949","住友電設","202203","20220510","167594","13005","13900","9140","161036","89449","6440","2610","55.5","10.6","5.94","35635879"
"1950","日本電設工業","202203","20220428","173569","7454","8703","5222","257700","172369","8494","100","66.9","3.04","2","61537219"
"1951","エクシオグループ","202203","20220513","594840","42380","45217","27766","535617","303371","6888","78762","56.6","9.43","5.41","109812419"
"1952","新日本空調","202203","20220512","106718","6881","7366","5403","99966","53699","5158","4144","53.7","10.37","5.44","24282225"
"1954","日本工営","202206","20220812","130674","9065","10800","6579","173926","78088","7501","32436","44.9","8.84","3.99","15068948"
"1959","九電工","202203","20220428","376563","33137","36828","26216","378396","239135","12561","10359","63.2","11.42","7.04","70864961"
"1960","サンテック","202203","20220511","39870","-227","487","-31","45457","30562","1190","621","67.2","-0.1","-0.07","17000000"
"1961","三機工業","202203","20220513","193189","9112","9817","6489","183609","93968","8105","9205","51.2","7","3.66","58161156"
"1963","日揮ホールディングス","202203","20220512","428401","20688","30028","-35551","694274","387145","23672","72323","55.8","-8.84","-5.09","259409926"
"1964","中外炉工業","202203","20220513","26317","1263","1493","1360","38141","23068","6176","3988","60.5","6.08","3.55","7800000"
"1965","テクノ菱和","202203","20220512","56905","3013","3385","2237","63698","42462","2746","165","66.7","5.34","3.55","22888604"
"1966","高田工業所","202203","20220512","47243","1200","1262","788","32628","13476","3642","2800","41.3","6.16","2.48","7220950"
"1967","ヤマト","202203","20220427","45576","3677","3896","2757","45791","33337","5000","1019","72.8","8.49","6.11","26927652"
"1968","太平電業","202203","20220510","126908","10457","13125","8406","131738","79167","4000","14778","60.1","11.13","6.45","20341980"
"1969","高砂熱学工業","202203","20220513","302746","14383","15639","11535","300736","132897","13134","33058","44.2","8.7","4.03","70239402"
"1971","中央ビルト工業","202203","20220520","8104","154","200","192","8525","2650","508","3899","31.1","7.52","2.36","2378740"
"1972","三晃金属工業","202203","20220427","34772","2425","2421","1648","33484","21119","1980","-","63.1","8.02","5.16","3960000"
"1973","NECネッツエスアイ","202203","20220428","310334","23181","23550","15021","254701","134742","13122","12656","52.9","11.63","5.95","149321421"
"1975","朝日工業社","202203","20220513","68820","2287","2596","1860","72081","34360","3857","3800","47.7","5.47","2.59","13600000"
"1976","明星工業","202203","20220510","48389","5339","5641","3793","71149","55562","6889","960","78.1","6.92","5.42","56386718"
"1979","大氣社","202203","20220516","209261","9428","10818","7248","228159","124696","6455","21140","54.7","5.9","3.17","33582009"
"1980","ダイダン","202203","20220511","162929","7584","8095","5778","139099","77082","4479","3904","55.4","7.62","4.26","22981901"
"1981","協和日成","202203","20220516","34244","1259","1403","1078","26257","17617","590","100","67.1","6.25","4.12","11800000"
"1982","日比谷総合設備","202203","20220512","75497","5662","6163","4372","87466","61844","5753","-","70.7","7.12","5.04","25006321"
"1992","神田通信機","202203","20220512","5945","370","443","563","8352","5017","1310","200","60.1","11.87","6.83","2623227"
"1994","高橋カーテンウォール工業","202212","20230210","7530","170","248","151","12324","10671","100","446","86.6","1.41","1.15","9553011"
